255	34.9243	74.0768
255	34.8771	74.4945
255	34.8858	74.3641
255	34.9722	74.6863
255	34.9579	74.9446
255	35.0991	75.5257
255	35.1733	75.8455
255	35.2166	75.5895
255	35.206	75.3546
255	35.1925	75.3884
255	35.299	75.2913
255	35.2914	75.4097
255	35.2665	75.47
255	35.2322	75.7099
255	35.2558	75.5893
255	35.3044	75.4571
255	35.2984	75.3871
255	35.309	75.4591
255	35.2847	75.4221
255	34.7645	75.4827
255	35.2254	76.5939
255	35.3742	77.0717
255	35.5185	77.7976
255	35.7902	78.3089
255	35.6374	77.2521
255	35.2537	76.2069
255	35.4888	77.2794
255	35.2497	76.443
255	35.6543	77.631
255	36.1641	79.2083
255	36.5193	80.0998
255	36.5373	79.9516
255	36.3361	79.4422
255	35.6877	77.8848
255	35.9622	78.4377
255	35.9449	78.4332
255	35.8836	78.3277
255	36.0867	79.0884
255	36.1475	79.0526
255	36.3069	79.0998
255	36.319	79.1469
255	35.4737	76.8149
255	35.6666	77.4639
255	35.6926	77.7149
255	35.5311	76.9575
255	35.7435	77.8429
255	36.2244	78.9829
255	36.2001	78.8581
255	36.0654	78.3119
255	35.6161	77.179
255	35.8363	77.9124
255	35.6817	77.1514
255	35.7559	77.6521
255	35.8102	77.8808
255	35.9918	78.1525
255	35.9158	78.1495
255	35.3546	76.2478
255	35.3951	76.9813
255	35.589	77.4265
255	35.4478	76.6495
255	35.8429	78.2409
255	36.1232	79.0992
255	36.3108	79.735
255	36.118	78.9451
255	35.6582	77.645
255	35.8497	78.3599
255	35.9312	78.4323
255	35.7652	77.9843
255	35.9028	78.5185
255	36.0065	78.9312
255	36.4517	80.0291
255	36.9206	81.3121
255	35.7133	77.5012
255	35.4638	77.4885
255	36.3622	79.8141
255	36.2505	79.4097
255	36.0639	78.9304
255	36.2833	79.6247
255	36.6391	80.2231
255	36.4738	79.697
255	36.3377	79.4061
255	35.3927	76.7664
255	34.9172	75.649
255	34.9026	76.0985
255	35.1512	76.814
255	35.0899	76.7094
255	35.3441	77.57
255	35.8365	78.8302
255	36.0276	78.8504
255	36.1685	79.2768
255	35.3492	76.6825
255	35.1204	76.4532
255	35.3347	77.205
255	35.3637	77.157
255	35.5344	77.2944
255	35.8636	78.422
255	36.1908	79.0422
255	36.1824	78.864
255	36.3978	79.4592
255	36.2431	78.9632
